Hebrew_character,Names,Frequencies
לדורות,Lamed_Dalet_Waw_Resh_Waw_Taw,6
ארצכה,Alef_Resh_Tsadi_Kaf_He,5
ומלכיהם,Waw_Mem-medial_Lamed_Kaf_Yod_He_Mem,5
לקחת,Lamed_Qof_Het_Taw,5
ולמשפט,Waw_Lamed_Mem-medial_Shin_Pe_Tet,5
הצופא,He_Tsadi_Waw_Pe_Alef,5
חרות,Het_Resh_Waw_Taw,5
בתר,Bet_Taw_Resh,5
החלקות,He_Het_Lamed_Qof_Waw_Taw,5
טרף,Tet_Resh_Pe-final,5
בכן,Bet_Kaf_Nun-final,5
כנף,Kaf_Nun-medial_Pe-final,5
תהוה,Taw_He_Waw_He,5
בעין,Bet_Ayin_Yod_Nun-final,5
הכזב,He_Kaf_Zayin_Bet,5
תשמור,Taw_Shin_Mem-medial_Waw_Resh,5
הך,He_Kaf-final,5
פנו,Pe_Nun-medial_Waw,5
פורת,Pe_Waw_Resh_Taw,5
חפצו,Het_Pe_Tsadi_Waw,5
ישכב,Yod_Shin_Kaf_Bet,5
לולא,Lamed_Waw_Lamed_Alef,5
מדרך,Mem-medial_Dalet_Resh_Kaf-final,5
היובל,He_Yod_Waw_Bet_Lamed,5
יתב,Yod_Taw_Bet,5
בנדת,Bet_Nun-medial_Dalet_Taw,5
התבונן,He_Taw_Bet_Waw_Nun-medial_Nun-final,5
וחד,Waw_Het_Dalet,5
מקומות,Mem-medial_Qof_Waw_Mem-medial_Waw_Taw,5
ולהשכיל,Waw_Lamed_He_Shin_Kaf_Yod_Lamed,5
לחמא,Lamed_Het_Mem-medial_Alef,5
החמשים,He_Het_Mem-medial_Shin_Yod_Mem,5
לבר,Lamed_Bet_Resh,5
מריעים,Mem-medial_Resh_Yod_Ayin_Yod_Mem,5
מלוא,Mem-medial_Lamed_Waw_Alef,5
יקדש,Yod_Qof_Dalet_Shin,5
לחוץ,Lamed_Het_Waw_Tasdi-final,5
חושב,Het_Waw_Shin_Bet,5
באות,Bet_Alef_Waw_Taw,5
אבן,Alef_Bet_Nun-final,5
רכיל,Resh_Kaf_Yod_Lamed,5
שדה,Shin_Dalet_He,5
בתרה,Bet_Taw_Resh_He,5
ובתוך,Waw_Bet_Taw_Waw_Kaf-final,5
משם,Mem-medial_Shin_Mem,5
למלחמת,Lamed_Mem-medial_Lamed_Het_Mem-medial_Taw,5
חיי,Het_Yod_Yod,5
הדברים,He_Dalet_Bet_Resh_Yod_Mem,5
קושטא,Qof_Waw_Shin_Tet_Alef,5
עוף,Ayin_Waw_Pe-final,5
למבקר,Lamed_Mem-medial_Bet_Qof_Resh,5
לסור,Lamed_Samekh_Waw_Resh,5
והדר,Waw_He_Dalet_Resh,5
הכינותה,He_Kaf_Yod_Nun-medial_Waw_Taw_He,5
קולם,Qof_Waw_Lamed_Mem,5
שהם,Shin_He_Mem,5
ימעל,Yod_Mem-medial_Ayin_Lamed,5
וירד,Waw_Yod_Resh_Dalet,5
גבורים,Gimel_Bet_Waw_Resh_Yod_Mem,5
גדולים,Gimel_Dalet_Waw_Lamed_Yod_Mem,5
ועשר,Waw_Ayin_Shin_Resh,5
אדום,Alef_Dalet_Waw_Mem,5
יחזיקו,Yod_Het_Zayin_Yod_Qof_Waw,5
ועפר,Waw_Ayin_Pe_Resh,5
בשביעי,Bet_Shin_Bet_Yod_Ayin_Yod,5
אתכם,Alef_Taw_Kaf_Mem,5
אן,Alef_Nun-final,5
דביר,Dalet_Bet_Yod_Resh,5
ארך,Alef_Resh_Kaf-final,5
החצר,He_Het_Tsadi_Resh,5
ויהם,Waw_Yod_He_Mem,5
סור,Samekh_Waw_Resh,5
ומשפטי,Waw_Mem-medial_Shin_Pe_Tet_Yod,5
תמימה,Taw_Mem-medial_Yod_Mem-medial_He,5
האבן,He_Alef_Bet_Nun-final,5
בוכול,Bet_Waw_Kaf_Waw_Lamed,5
הארצות,He_Alef_Resh_Tsadi_Waw_Taw,5
אודכה,Alef_Waw_Dalet_Kaf_He,5
הגויים,He_Gimel_Waw_Yod_Yod_Mem,5
הזכרון,He_Zayin_Kaf_Resh_Waw_Nun-final,5
השעיר,He_Shin_Ayin_Yod_Resh,5
לעוז,Lamed_Ayin_Waw_Zayin,5
בקושטא,Bet_Qof_Waw_Shin_Tet_Alef,5
מרום,Mem-medial_Resh_Waw_Mem,5
שמשא,Shin_Mem-medial_Shin_Alef,5
פחדו,Pe_Het_Dalet_Waw,5
ודעת,Waw_Dalet_Ayin_Taw,5
שוחד,Shin_Waw_Het_Dalet,5
החמישי,He_Het_Mem-medial_Yod_Shin_Yod,5
פתחי,Pe_Taw_Het_Yod,5
כאב,Kaf_Alef_Bet,5
חקר,Het_Qof_Resh,5
ואהרון,Waw_Alef_He_Resh_Waw_Nun-final,5
מנשה,Mem-medial_Nun-medial_Shin_He,5
תתם,Taw_Taw_Mem,5
ההר,He_He_Resh,5
השופרות,He_Shin_Waw_Pe_Resh_Waw_Taw,5
ירום,Yod_Resh_Waw_Mem,5
ויבוא,Waw_Yod_Bet_Waw_Alef,5
עצה,Ayin_Tsadi_He,5
תלת,Taw_Lamed_Taw,5
מנך,Mem-medial_Nun-medial_Kaf-final,5
ותכן,Waw_Taw_Kaf_Nun-final,5
נדר,Nun-medial_Dalet_Resh,5
קדשו,Qof_Dalet_Shin_Waw,5
ושעיר,Waw_Shin_Ayin_Yod_Resh,5
עבדי,Ayin_Bet_Dalet_Yod,5
ירימו,Yod_Resh_Yod_Mem-medial_Waw,5
למקור,Lamed_Mem-medial_Qof_Waw_Resh,5
יורה,Yod_Waw_Resh_He,5
ויבינו,Waw_Yod_Bet_Yod_Nun-medial_Waw,5
דשא,Dalet_Shin_Alef,5
החיים,He_Het_Yod_Yod_Mem,5
העשר,He_Ayin_Shin_Resh,5
יצרתה,Yod_Tsadi_Resh_Taw_He,5
ערות,Ayin_Resh_Waw_Taw,5
ישתה,Yod_Shin_Taw_He,5
המשוב,He_Mem-medial_Shin_Waw_Bet,5
אנתון,Alef_Nun-medial_Taw_Waw_Nun-final,5
ישובו,Yod_Shin_Waw_Bet_Waw,5
ההו,He_He_Waw,5
לוחא,Lamed_Waw_Het_Alef,5
ולספר,Waw_Lamed_Samekh_Pe_Resh,5
כבר,Kaf_Bet_Resh,5
מועדיה,Mem-medial_Waw_Ayin_Dalet_Yod_He,5
רוחא,Resh_Waw_Het_Alef,5
זות,Zayin_Waw_Taw,5
וואל,Waw_Waw_Alef_Lamed,5
אליה,Alef_Lamed_Yod_He,5
יושבי,Yod_Waw_Shin_Bet_Yod,5
ואהבת,Waw_Alef_He_Bet_Taw,5
אשיב,Alef_Shin_Yod_Bet,5
ושרי,Waw_Shin_Resh_Yod,5
נשין,Nun-medial_Shin_Yod_Nun-final,5
למדבר,Lamed_Mem-medial_Dalet_Bet_Resh,5
בינות,Bet_Yod_Nun-medial_Waw_Taw,5
יעבורו,Yod_Ayin_Bet_Waw_Resh_Waw,5
ויכבס,Waw_Yod_Kaf_Bet_Samekh,5
תרומת,Taw_Resh_Waw_Mem-medial_Taw,5
השחת,He_Shin_Het_Taw,5
רוע,Resh_Waw_Ayin,5
המשילכה,He_Mem-medial_Shin_Yod_Lamed_Kaf_He,5
ממך,Mem-medial_Mem-medial_Kaf-final,5
הבינו,He_Bet_Yod_Nun-medial_Waw,5
הביום,He_Bet_Yod_Waw_Mem,5
פתי,Pe_Taw_Yod,5
שלוא,Shin_Lamed_Waw_Alef,5
לנא,Lamed_Nun-medial_Alef,5
נדת,Nun-medial_Dalet_Taw,5
לשוני,Lamed_Shin_Waw_Nun-medial_Yod,5
מזרח,Mem-medial_Zayin_Resh_Het,5
נכסוהי,Nun-medial_Kaf_Samekh_Waw_He_Yod,5
בכורים,Bet_Kaf_Waw_Resh_Yod_Mem,5
לשבי,Lamed_Shin_Bet_Yod,5
סליחות,Samekh_Lamed_Yod_Het_Waw_Taw,5
לשלושת,Lamed_Shin_Lamed_Waw_Shin_Taw,5
כמעשי,Kaf_Mem-medial_Ayin_Shin_Yod,5
ומלאך,Waw_Mem-medial_Lamed_Alef_Kaf-final,5
האם,He_Alef_Mem,5
לדי,Lamed_Dalet_Yod,5
ותשם,Waw_Taw_Shin_Mem,5
ואזלין,Waw_Alef_Zayin_Lamed_Yod_Nun-final,5
אנחנא,Alef_Nun-medial_Het_Nun-medial_Alef,5
במדבר,Bet_Mem-medial_Dalet_Bet_Resh,5
אותותם,Alef_Waw_Taw_Waw_Taw_Mem,5
שמחה,Shin_Mem-medial_Het_He,5
אלוה,Alef_Lamed_Waw_He,5
קרוב,Qof_Resh_Waw_Bet,5
ויצר,Waw_Yod_Tsadi_Resh,5
ידם,Yod_Dalet_Mem,5
פה,Pe_He,5
ימו,Yod_Mem-medial_Waw,5
און,Alef_Waw_Nun-final,5
ומועדי,Waw_Mem-medial_Waw_Ayin_Dalet_Yod,5
החרם,He_Het_Resh_Mem,5
ופרוש,Waw_Pe_Resh_Waw_Shin,5
כולהון,Kaf_Waw_Lamed_He_Waw_Nun-final,5
סדרי,Samekh_Dalet_Resh_Yod,5
בוני,Bet_Waw_Nun-medial_Yod,5
לסוד,Lamed_Samekh_Waw_Dalet,5
ובצדק,Waw_Bet_Tsadi_Dalet_Qof,5
עלמין,Ayin_Lamed_Mem-medial_Yod_Nun-final,5
במקדש,Bet_Mem-medial_Qof_Dalet_Shin,5
וכסה,Waw_Kaf_Samekh_He,5
לצפון,Lamed_Tsadi_Pe_Waw_Nun-final,5
שוב,Shin_Waw_Bet,5
מימי,Mem-medial_Yod_Mem-medial_Yod,5
ועול,Waw_Ayin_Waw_Lamed,5
תתנו,Taw_Taw_Nun-medial_Waw,5
הדעות,He_Dalet_Ayin_Waw_Taw,5
ושמחת,Waw_Shin_Mem-medial_Het_Taw,5
ירבה,Yod_Resh_Bet_He,5
פעמי,Pe_Ayin_Mem-medial_Yod,5
התירוש,He_Taw_Yod_Resh_Waw_Shin,5
דנ,Dalet_Nun-medial,5
בראתה,Bet_Resh_Alef_Taw_He,5
ורצון,Waw_Resh_Tsadi_Waw_Nun-final,5
הכיא,He_Kaf_Yod_Alef,5
למעון,Lamed_Mem-medial_Ayin_Waw_Nun-final,5
לתת,Lamed_Taw_Taw,5
ושלחו,Waw_Shin_Lamed_Het_Waw,5
לעמו,Lamed_Ayin_Mem-medial_Waw,5
מנוגע,Mem-medial_Nun-medial_Waw_Gimel_Ayin,5
הכה,He_Kaf_He,5
לבנות,Lamed_Bet_Nun-medial_Waw_Taw,5
וחצי,Waw_Het_Tsadi_Yod,5
ושמאול,Waw_Shin_Mem-medial_Alef_Waw_Lamed,5
נחלתו,Nun-medial_Het_Lamed_Taw_Waw,5
הגורל,He_Gimel_Waw_Resh_Lamed,5
בלילא,Bet_Lamed_Yod_Lamed_Alef,5
ישעיה,Yod_Shin_Ayin_Yod_He,5
יסור,Yod_Samekh_Waw_Resh,5
חלק,Het_Lamed_Qof,5
תן,Taw_Nun-final,5
והארץ,Waw_He_Alef_Resh_Tasdi-final,5
מין,Mem-medial_Yod_Nun-final,5
בגבורת,Bet_Gimel_Bet_Waw_Resh_Taw,5
וחזי,Waw_Het_Zayin_Yod,5
משער,Mem-medial_Shin_Ayin_Resh,5
התרועה,He_Taw_Resh_Waw_Ayin_He,5
בד,Bet_Dalet,5
בנימין,Bet_Nun-medial_Yod_Mem-medial_Yod_Nun-final,5
להאיר,Lamed_He_Alef_Yod_Resh,5
דהב,Dalet_He_Bet,5
ארוך,Alef_Resh_Waw_Kaf-final,5
הבכל,He_Bet_Kaf_Lamed,5
עמהם,Ayin_Mem-medial_He_Mem,5
עון,Ayin_Waw_Nun-final,5
ארע,Alef_Resh_Ayin,5
וישמעו,Waw_Yod_Shin_Mem-medial_Ayin_Waw,5
וארבעים,Waw_Alef_Resh_Bet_Ayin_Yod_Mem,5
פסח,Pe_Samekh_Het,5
עצם,Ayin_Tsadi_Mem,5
ירמיה,Yod_Resh_Mem-medial_Yod_He,5
תעו,Taw_Ayin_Waw,5
שבילי,Shin_Bet_Yod_Lamed_Yod,5
שנת,Shin_Nun-medial_Taw,5
הכתוב,He_Kaf_Taw_Waw_Bet,5
ואחריהם,Waw_Alef_Het_Resh_Yod_He_Mem,5
מקדם,Mem-medial_Qof_Dalet_Mem,5
לדויד,Lamed_Dalet_Waw_Yod_Dalet,5
וארעא,Waw_Alef_Resh_Ayin_Alef,5
לרוח,Lamed_Resh_Waw_Het,5
תנינים,Taw_Nun-medial_Yod_Nun-medial_Yod_Mem,5
קאם,Qof_Alef_Mem,5
וכוהנים,Waw_Kaf_Waw_He_Nun-medial_Yod_Mem,5
בקציהם,Bet_Qof_Tsadi_Yod_He_Mem,5
כלאים,Kaf_Lamed_Alef_Yod_Mem,5
בשלושה,Bet_Shin_Lamed_Waw_Shin_He,5
עצי,Ayin_Tsadi_Yod,5
לגוא,Lamed_Gimel_Waw_Alef,5
המת,He_Mem-medial_Taw,5
ויראו,Waw_Yod_Resh_Alef_Waw,5
ויהב,Waw_Yod_He_Bet,5
אליהמה,Alef_Lamed_Yod_He_Mem-medial_He,5
נפל,Nun-medial_Pe_Lamed,5
המאה,He_Mem-medial_Alef_He,5
תפול,Taw_Pe_Waw_Lamed,5
הכין,He_Kaf_Yod_Nun-final,5
זר,Zayin_Resh,5
בשית,Bet_Shin_Yod_Taw,5
נחלת,Nun-medial_Het_Lamed_Taw,5
ואזל,Waw_Alef_Zayin_Lamed,5
לשבעת,Lamed_Shin_Bet_Ayin_Taw,5
עליכון,Ayin_Lamed_Yod_Kaf_Waw_Nun-final,5
טוהר,Tet_Waw_He_Resh,5
בשדה,Bet_Shin_Dalet_He,5
להתם,Lamed_He_Taw_Mem,5
ורב,Waw_Resh_Bet,5
ורוחי,Waw_Resh_Waw_Het_Yod,5
אמרתי,Alef_Mem-medial_Resh_Taw_Yod,5
ודע,Waw_Dalet_Ayin,5
קריה,Qof_Resh_Yod_He,5
כח,Kaf_Het,5
בדור,Bet_Dalet_Waw_Resh,5
עוברי,Ayin_Waw_Bet_Resh_Yod,5
הכהנים,He_Kaf_He_Nun-medial_Yod_Mem,5
גבורתו,Gimel_Bet_Waw_Resh_Taw_Waw,5
ומנחתמה,Waw_Mem-medial_Nun-medial_Het_Taw_Mem-medial_He,5
קשה,Qof_Shin_He,5
מיכאל,Mem-medial_Yod_Kaf_Alef_Lamed,5
עסרה,Ayin_Samekh_Resh_He,5
ואפ,Waw_Alef_Pe,5
האלפים,He_Alef_Lamed_Pe_Yod_Mem,5
חודש,Het_Waw_Dalet_Shin,5
ומעשיהם,Waw_Mem-medial_Ayin_Shin_Yod_He_Mem,5
חסדי,Het_Samekh_Dalet_Yod,5
אתמה,Alef_Taw_Mem-medial_He,5
שמותם,Shin_Mem-medial_Waw_Taw_Mem,5
יאמר,Yod_Alef_Mem-medial_Resh,5
ועז,Waw_Ayin_Zayin,5
חללי,Het_Lamed_Lamed_Yod,5
דמים,Dalet_Mem-medial_Yod_Mem,5
בראשית,Bet_Resh_Alef_Shin_Yod_Taw,5
באר,Bet_Alef_Resh,5
במי,Bet_Mem-medial_Yod,5
הלכול,He_Lamed_Kaf_Waw_Lamed,5
בכי,Bet_Kaf_Yod,5
אויביכה,Alef_Waw_Yod_Bet_Yod_Kaf_He,5
רגל,Resh_Gimel_Lamed,5
בצר,Bet_Tsadi_Resh,5
בתהלי,Bet_Taw_He_Lamed_Yod,5
ומספר,Waw_Mem-medial_Samekh_Pe_Resh,5
ולך,Waw_Lamed_Kaf-final,5
ויהוה,Waw_Yod_He_Waw_He,5
לאנשי,Lamed_Alef_Nun-medial_Shin_Yod,5
בזרע,Bet_Zayin_Resh_Ayin,5
רעואל,Resh_Ayin_Waw_Alef_Lamed,5
כבש,Kaf_Bet_Shin,5
וחמש,Waw_Het_Mem-medial_Shin,5
המן,He_Mem-medial_Nun-final,5
לחיי,Lamed_Het_Yod_Yod,5
אתכה,Alef_Taw_Kaf_He,5
תכונם,Taw_Kaf_Waw_Nun-medial_Mem,5
ובכוח,Waw_Bet_Kaf_Waw_Het,5
השבט,He_Shin_Bet_Tet,5
ויתנם,Waw_Yod_Taw_Nun-medial_Mem,5
ומעל,Waw_Mem-medial_Ayin_Lamed,5
הראישונה,He_Resh_Alef_Yod_Shin_Waw_Nun-medial_He,5
תיראו,Taw_Yod_Resh_Alef_Waw,5
מידם,Mem-medial_Yod_Dalet_Mem,5
מעט,Mem-medial_Ayin_Tet,5
בוגדים,Bet_Waw_Gimel_Dalet_Yod_Mem,5
ראשית,Resh_Alef_Shin_Yod_Taw,5
ומעשיו,Waw_Mem-medial_Ayin_Shin_Yod_Waw,5
השכם,He_Shin_Kaf_Mem,5
מעשיך,Mem-medial_Ayin_Shin_Yod_Kaf-final,5
ועושה,Waw_Ayin_Waw_Shin_He,5
כפים,Kaf_Pe_Yod_Mem,5
וכרוב,Waw_Kaf_Resh_Waw_Bet,5
אמרי,Alef_Mem-medial_Resh_Yod,5
לדור,Lamed_Dalet_Waw_Resh,5
שחקים,Shin_Het_Qof_Yod_Mem,5
אמתך,Alef_Mem-medial_Taw_Kaf-final,5
שארית,Shin_Alef_Resh_Yod_Taw,5
טהרת,Tet_He_Resh_Taw,5
דרכיה,Dalet_Resh_Kaf_Yod_He,5
חללים,Het_Lamed_Lamed_Yod_Mem,5
בהיות,Bet_He_Yod_Waw_Taw,5
יוכלו,Yod_Waw_Kaf_Lamed_Waw,5
היהוה,He_Yod_He_Waw_He,5
הוה,He_Waw_He,5
והוית,Waw_He_Waw_Yod_Taw,5
אחות,Alef_Het_Waw_Taw,5
החוקים,He_Het_Waw_Qof_Yod_Mem,5
והטוב,Waw_He_Tet_Waw_Bet,5
אמו,Alef_Mem-medial_Waw,5
יחזקאל,Yod_Het_Zayin_Qof_Alef_Lamed,5
יואכלו,Yod_Waw_Alef_Kaf_Lamed_Waw,5
להרשיע,Lamed_He_Resh_Shin_Yod_Ayin,5
קדושיכה,Qof_Dalet_Waw_Shin_Yod_Kaf_He,5
כסרך,Kaf_Samekh_Resh_Kaf-final,5
נפקין,Nun-medial_Pe_Qof_Yod_Nun-final,5
צדקו,Tsadi_Dalet_Qof_Waw,5
רחמיו,Resh_Het_Mem-medial_Yod_Waw,5
הייתי,He_Yod_Yod_Taw_Yod,5
וענוה,Waw_Ayin_Nun-medial_Waw_He,5
כמוני,Kaf_Mem-medial_Waw_Nun-medial_Yod,5
עוונות,Ayin_Waw_Waw_Nun-medial_Waw_Taw,5
ועשו,Waw_Ayin_Shin_Waw,5
לאהרון,Lamed_Alef_He_Resh_Waw_Nun-final,5
בלי,Bet_Lamed_Yod,4
הולך,He_Waw_Lamed_Kaf-final,4
אוזנכה,Alef_Waw_Zayin_Nun-medial_Kaf_He,4
כלות,Kaf_Lamed_Waw_Taw,4
תנא,Taw_Nun-medial_Alef,4
כוחו,Kaf_Waw_Het_Waw,4
במשפטים,Bet_Mem-medial_Shin_Pe_Tet_Yod_Mem,4
עריהמה,Ayin_Resh_Yod_He_Mem-medial_He,4
משפטיך,Mem-medial_Shin_Pe_Tet_Yod_Kaf-final,4
כמדה,Kaf_Mem-medial_Dalet_He,4
נדיבים,Nun-medial_Dalet_Yod_Bet_Yod_Mem,4
ועדת,Waw_Ayin_Dalet_Taw,4
מבשר,Mem-medial_Bet_Shin_Resh,4
עמכם,Ayin_Mem-medial_Kaf_Mem,4
בדם,Bet_Dalet_Mem,4
האלוהים,He_Alef_Lamed_Waw_He_Yod_Mem,4
המ,He_Mem-medial,4
עמהון,Ayin_Mem-medial_He_Waw_Nun-final,4
שבועת,Shin_Bet_Waw_Ayin_Taw,4
וואת,Waw_Waw_Alef_Taw,4
לארע,Lamed_Alef_Resh_Ayin,4
עולים,Ayin_Waw_Lamed_Yod_Mem,4
הכתיים,He_Kaf_Taw_Yod_Yod_Mem,4
ילוד,Yod_Lamed_Waw_Dalet,4
קרין,Qof_Resh_Yod_Nun-final,4
בבריתכה,Bet_Bet_Resh_Yod_Taw_Kaf_He,4
האשה,He_Alef_Shin_He,4
אוהב,Alef_Waw_He_Bet,4
הסוכות,He_Samekh_Waw_Kaf_Waw_Taw,4
הונו,He_Waw_Nun-medial_Waw,4
חבר,Het_Bet_Resh,4
כאלה,Kaf_Alef_Lamed_He,4
המזרח,He_Mem-medial_Zayin_Resh_Het,4
זולתכה,Zayin_Waw_Lamed_Taw_Kaf_He,4
מרעהו,Mem-medial_Resh_Ayin_He_Waw,4
אוהבי,Alef_Waw_He_Bet_Yod,4
מפחד,Mem-medial_Pe_Het_Dalet,4
בשלישית,Bet_Shin_Lamed_Yod_Shin_Yod_Taw,4
ולהם,Waw_Lamed_He_Mem,4
להלחם,Lamed_He_Lamed_Het_Mem,4
אבני,Alef_Bet_Nun-medial_Yod,4
רחב,Resh_Het_Bet,4
ויתגברו,Waw_Yod_Taw_Gimel_Bet_Resh_Waw,4
הלצון,He_Lamed_Tsadi_Waw_Nun-final,4
בנין,Bet_Nun-medial_Yod_Nun-final,4
ללוי,Lamed_Lamed_Waw_Yod,4
בינים,Bet_Yod_Nun-medial_Yod_Mem,4
מרומי,Mem-medial_Resh_Waw_Mem-medial_Yod,4
ולפקוד,Waw_Lamed_Pe_Qof_Waw_Dalet,4
אמ,Alef_Mem-medial,4
חטאה,Het_Tet_Alef_He,4
סוס,Samekh_Waw_Samekh,4
חברוהי,Het_Bet_Resh_Waw_He_Yod,4
יאשמו,Yod_Alef_Shin_Mem-medial_Waw,4
ולקחו,Waw_Lamed_Qof_Het_Waw,4
ובערתה,Waw_Bet_Ayin_Resh_Taw_He,4
ובאה,Waw_Bet_Alef_He,4
וילך,Waw_Yod_Lamed_Kaf-final,4
אלמנה,Alef_Lamed_Mem-medial_Nun-medial_He,4
ומחשבת,Waw_Mem-medial_Het_Shin_Bet_Taw,4
וקודם,Waw_Qof_Waw_Dalet_Mem,4
עומדם,Ayin_Waw_Mem-medial_Dalet_Mem,4
טרוד,Tet_Resh_Waw_Dalet,4
יגילו,Yod_Gimel_Yod_Lamed_Waw,4
וכולהון,Waw_Kaf_Waw_Lamed_He_Waw_Nun-final,4
אוזני,Alef_Waw_Zayin_Nun-medial_Yod,4
וטמא,Waw_Tet_Mem-medial_Alef,4
לעולה,Lamed_Ayin_Waw_Lamed_He,4
ידך,Yod_Dalet_Kaf-final,4
אמרו,Alef_Mem-medial_Resh_Waw,4
מרים,Mem-medial_Resh_Yod_Mem,4
בבריתו,Bet_Bet_Resh_Yod_Taw_Waw,4
אדמה,Alef_Dalet_Mem-medial_He,4
מצותי,Mem-medial_Tsadi_Waw_Taw_Yod,4
תבנה,Taw_Bet_Nun-medial_He,4
ודרך,Waw_Dalet_Resh_Kaf-final,4
רשעי,Resh_Shin_Ayin_Yod,4
בעשר,Bet_Ayin_Shin_Resh,4
להשכילם,Lamed_He_Shin_Kaf_Yod_Lamed_Mem,4
בשבט,Bet_Shin_Bet_Tet,4
כמוכה,Kaf_Mem-medial_Waw_Kaf_He,4
וכפי,Waw_Kaf_Pe_Yod,4
ליעקוב,Lamed_Yod_Ayin_Qof_Waw_Bet,4
מאין,Mem-medial_Alef_Yod_Nun-final,4
שלישית,Shin_Lamed_Yod_Shin_Yod_Taw,4
להניא,Lamed_He_Nun-medial_Yod_Alef,4
סולת,Samekh_Waw_Lamed_Taw,4
עדי,Ayin_Dalet_Yod,4
בעוון,Bet_Ayin_Waw_Waw_Nun-final,4
האזרוע,He_Alef_Zayin_Resh_Waw_Ayin,4
ומכשול,Waw_Mem-medial_Kaf_Shin_Waw_Lamed,4
עצתכה,Ayin_Tsadi_Taw_Kaf_He,4
לבה,Lamed_Bet_He,4
והמלחמה,Waw_He_Mem-medial_Lamed_Het_Mem-medial_He,4
ידענו,Yod_Dalet_Ayin_Nun-medial_Waw,4
משיח,Mem-medial_Shin_Yod_Het,4
החל,He_Het_Lamed,4
ישוה,Yod_Shin_Waw_He,4
החיה,He_Het_Yod_He,4
לגדול,Lamed_Gimel_Dalet_Waw_Lamed,4
להבי,Lamed_He_Bet_Yod,4
שמין,Shin_Mem-medial_Yod_Nun-final,4
ואדם,Waw_Alef_Dalet_Mem,4
וברא,Waw_Bet_Resh_Alef,4
לשבת,Lamed_Shin_Bet_Taw,4
ולהוכיח,Waw_Lamed_He_Waw_Kaf_Yod_Het,4
אנא,Alef_Nun-medial_Alef,4
להוחד,Lamed_He_Waw_Het_Dalet,4
להבדל,Lamed_He_Bet_Dalet_Lamed,4
לתעות,Lamed_Taw_Ayin_Waw_Taw,4
ורום,Waw_Resh_Waw_Mem,4
נתנם,Nun-medial_Taw_Nun-medial_Mem,4
אפעה,Alef_Pe_Ayin_He,4
ית,Yod_Taw,4
ברע,Bet_Resh_Ayin,4
התמיד,He_Taw_Mem-medial_Yod_Dalet,4
מאחרי,Mem-medial_Alef_Het_Resh_Yod,4
בירושלים,Bet_Yod_Resh_Waw_Shin_Lamed_Yod_Mem,4
ומים,Waw_Mem-medial_Yod_Mem,4
חוקיו,Het_Waw_Qof_Yod_Waw,4
למקדשי,Lamed_Mem-medial_Qof_Dalet_Shin_Yod,4
מאתכה,Mem-medial_Alef_Taw_Kaf_He,4
העשרה,He_Ayin_Shin_Resh_He,4
סרו,Samekh_Resh_Waw,4
אצל,Alef_Tsadi_Lamed,4
בניו,Bet_Nun-medial_Yod_Waw,4
ואן,Waw_Alef_Nun-final,4
שב,Shin_Bet,4
באדם,Bet_Alef_Dalet_Mem,4
פניהם,Pe_Nun-medial_Yod_He_Mem,4
מטר,Mem-medial_Tet_Resh,4
שלמה,Shin_Lamed_Mem-medial_He,4
הטל,He_Tet_Lamed,4
נחל,Nun-medial_Het_Lamed,4
עונם,Ayin_Waw_Nun-medial_Mem,4
וחיים,Waw_Het_Yod_Yod_Mem,4
שופט,Shin_Waw_Pe_Tet,4
ואו,Waw_Alef_Waw,4
במעל,Bet_Mem-medial_Ayin_Lamed,4
דרכיכה,Dalet_Resh_Kaf_Yod_Kaf_He,4
לבטח,Lamed_Bet_Tet_Het,4
כוחכה,Kaf_Waw_Het_Kaf_He,4
אהך,Alef_He_Kaf-final,4
לעיר,Lamed_Ayin_Yod_Resh,4
שרים,Shin_Resh_Yod_Mem,4
יקחו,Yod_Qof_Het_Waw,4
פנימה,Pe_Nun-medial_Yod_Mem-medial_He,4
חסדיו,Het_Samekh_Dalet_Yod_Waw,4
וגדול,Waw_Gimel_Dalet_Waw_Lamed,4
ברביעית,Bet_Resh_Bet_Yod_Ayin_Yod_Taw,4
ורוחות,Waw_Resh_Waw_Het_Waw_Taw,4
תמר,Taw_Mem-medial_Resh,4
כתיב,Kaf_Taw_Yod_Bet,4
ואיכה,Waw_Alef_Yod_Kaf_He,4
תירא,Taw_Yod_Resh_Alef,4
תגבר,Taw_Gimel_Bet_Resh,4
ואנוכי,Waw_Alef_Nun-medial_Waw_Kaf_Yod,4
נור,Nun-medial_Waw_Resh,4
גן,Gimel_Nun-final,4
בנוהי,Bet_Nun-medial_Waw_He_Yod,4
ויבואו,Waw_Yod_Bet_Waw_Alef_Waw,4
וזעום,Waw_Zayin_Ayin_Waw_Mem,4
מקרבכה,Mem-medial_Qof_Resh_Bet_Kaf_He,4
בהן,Bet_He_Nun-final,4
אנו,Alef_Nun-medial_Waw,4
נער,Nun-medial_Ayin_Resh,4
כמן,Kaf_Mem-medial_Nun-final,4
המטה,He_Mem-medial_Tet_He,4
מלאכיו,Mem-medial_Lamed_Alef_Kaf_Yod_Waw,4
נמהרי,Nun-medial_Mem-medial_He_Resh_Yod,4
בששית,Bet_Shin_Shin_Yod_Taw,4
מלפניכה,Mem-medial_Lamed_Pe_Nun-medial_Yod_Kaf_He,4
ותשימני,Waw_Taw_Shin_Yod_Mem-medial_Nun-medial_Yod,4
